OBJECTNUMMER;Modaliteit;Lijn;Lijn_select;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT
95;"Tram";"7";"07";"LINESTRING(4.937293 52.376909,4.937331 52.376743,4.937368 52.376529,4.9374 52.376448,4.93746 52.376376,4.93763 52.376213,4.939417 52.374596,4.939722 52.374343,4.940112 52.374065,4.940188 52.374002,4.940229 52.373935,4.940228 52.373868,4.940203 52.373811,4.940161 52.373761,4.94009 52.373717,4.940018 52.37369,4.939848 52.373662,4.938455 52.373506,4.935484 52.373173,4.935253 52.373129,4.934933 52.373058,4.934361 52.372899,4.934019 52.37279,4.933715 52.372672,4.933408 52.372528,4.932693 52.372101,4.930686 52.370875,4.929691 52.370258,4.928692 52.369647,4.926459 52.368273,4.925723 52.367819,4.925644 52.367757,4.92559 52.367688,4.925539 52.367578,4.925488 52.367429,4.925435 52.367356,4.92515 52.367073,4.925001 52.366975,4.924559 52.366772,4.924117 52.366581,4.923962 52.366504,4.92077 52.364545,4.920503 52.364396,4.920208 52.364259,4.91925 52.363871,4.919109 52.363792,4.91901 52.363703,4.918929 52.363606)";"LINESTRING(52.376909 4.937293,52.376743 4.937331,52.376529 4.937368,52.376448 4.9374,52.376376 4.93746,52.376213 4.93763,52.374596 4.939417,52.374343 4.939722,52.374065 4.940112,52.374002 4.940188,52.373935 4.940229,52.373868 4.940228,52.373811 4.940203,52.373761 4.940161,52.373717 4.94009,52.37369 4.940018,52.373662 4.939848,52.373506 4.938455,52.373173 4.935484,52.373129 4.935253,52.373058 4.934933,52.372899 4.934361,52.37279 4.934019,52.372672 4.933715,52.372528 4.933408,52.372101 4.932693,52.370875 4.930686,52.370258 4.929691,52.369647 4.928692,52.368273 4.926459,52.367819 4.925723,52.367757 4.925644,52.367688 4.92559,52.367578 4.925539,52.367429 4.925488,52.367356 4.925435,52.367073 4.92515,52.366975 4.925001,52.366772 4.924559,52.366581 4.924117,52.366504 4.923962,52.364545 4.92077,52.364396 4.920503,52.364259 4.920208,52.363871 4.91925,52.363792 4.919109,52.363703 4.91901,52.363606 4.918929)";4.929579;52.3702575
96;"Tram";"7 | 19";"07|19";"LINESTRING(4.918929 52.363606,4.918857 52.36353,4.918743 52.363457,4.918544 52.363375,4.918334 52.363319,4.91432 52.362487)";"LINESTRING(52.363606 4.918929,52.36353 4.918857,52.363457 4.918743,52.363375 4.918544,52.363319 4.918334,52.362487 4.91432)";4.9166245;52.3630465
97;"Tram";"14 | 19";"14|19";"LINESTRING(4.922666 52.363552,4.922307 52.363336,4.922095 52.363247,4.921907 52.363183,4.921662 52.363131,4.921427 52.363085,4.920537 52.363001,4.920413 52.363007,4.920335 52.363027,4.920271 52.363046,4.920187 52.363092,4.919951 52.363314,4.919846 52.363384,4.919715 52.363427,4.919126 52.363538,4.919003 52.363568,4.918929 52.363606)";"LINESTRING(52.363552 4.922666,52.363336 4.922307,52.363247 4.922095,52.363183 4.921907,52.363131 4.921662,52.363085 4.921427,52.363001 4.920537,52.363007 4.920413,52.363027 4.920335,52.363046 4.920271,52.363092 4.920187,52.363314 4.919951,52.363384 4.919846,52.363427 4.919715,52.363538 4.919126,52.363568 4.919003,52.363606 4.918929)";4.9207975;52.3633035
98;"Tram";"7";"07";"LINESTRING(4.937293 52.376909,4.937335 52.377063,4.937394 52.377402,4.937378 52.377482,4.937324 52.377541,4.937263 52.377576,4.937198 52.377607,4.937103 52.377633,4.936999 52.377649,4.936889 52.377654,4.936788 52.377645,4.9367 52.377624,4.936619 52.377583,4.936554 52.377527,4.936523 52.377461,4.936521 52.377404,4.936551 52.37734,4.936618 52.377275,4.936707 52.377224,4.937087 52.377114,4.937178 52.377069,4.937236 52.377021,4.937279 52.376965,4.937293 52.376909)";"LINESTRING(52.376909 4.937293,52.377063 4.937335,52.377402 4.937394,52.377482 4.937378,52.377541 4.937324,52.377576 4.937263,52.377607 4.937198,52.377633 4.937103,52.377649 4.936999,52.377654 4.936889,52.377645 4.936788,52.377624 4.9367,52.377583 4.936619,52.377527 4.936554,52.377461 4.936523,52.377404 4.936521,52.37734 4.936551,52.377275 4.936618,52.377224 4.936707,52.377114 4.937087,52.377069 4.937178,52.377021 4.937236,52.376965 4.937279,52.376909 4.937293)";4.9369575;52.3772815
99;"Tram";"14";"14";"LINESTRING(4.918929 52.363606,4.918822 52.363694,4.918488 52.364046,4.91839 52.36411,4.918297 52.364157,4.91818 52.364206,4.916164 52.364906,4.915413 52.365162,4.911784 52.366417,4.91117 52.366628,4.909491 52.367203,4.90911 52.367336,4.908914 52.367373,4.908685 52.367398,4.908441 52.367396,4.908235 52.367373,4.907669 52.367249,4.907529 52.367239,4.907413 52.367252,4.907299 52.367276,4.905701 52.367823,4.904933 52.368086,4.904807 52.368116,4.904678 52.368126,4.904559 52.368119,4.9033 52.367959,4.903114 52.367913,4.902992 52.367862,4.902913 52.367815,4.902401 52.367349,4.901583 52.366605,4.901466 52.366533,4.901403 52.3665,4.901304 52.366464,4.900495 52.366264,4.900349 52.366234,4.900202 52.366216,4.89984 52.366182,4.89966 52.366177,4.899372 52.366192,4.899139 52.366209,4.89837 52.36624,4.898066 52.36624,4.897877 52.366244,4.897092 52.366246)";"LINESTRING(52.363606 4.918929,52.363694 4.918822,52.364046 4.918488,52.36411 4.91839,52.364157 4.918297,52.364206 4.91818,52.364906 4.916164,52.365162 4.915413,52.366417 4.911784,52.366628 4.91117,52.367203 4.909491,52.367336 4.90911,52.367373 4.908914,52.367398 4.908685,52.367396 4.908441,52.367373 4.908235,52.367249 4.907669,52.367239 4.907529,52.367252 4.907413,52.367276 4.907299,52.367823 4.905701,52.368086 4.904933,52.368116 4.904807,52.368126 4.904678,52.368119 4.904559,52.367959 4.9033,52.367913 4.903114,52.367862 4.902992,52.367815 4.902913,52.367349 4.902401,52.366605 4.901583,52.366533 4.901466,52.3665 4.901403,52.366464 4.901304,52.366264 4.900495,52.366234 4.900349,52.366216 4.900202,52.366182 4.89984,52.366177 4.89966,52.366192 4.899372,52.366209 4.899139,52.36624 4.89837,52.36624 4.898066,52.366244 4.897877,52.366246 4.897092)";4.9080105;52.365866
100;"Tram";"13";"13";"LINESTRING(4.859967 52.371499,4.859754 52.371516,4.859588 52.371512,4.859431 52.371497,4.859238 52.371476,4.859069 52.371457,4.858897 52.371446,4.858657 52.371419,4.858044 52.371348,4.856873 52.371182,4.855363 52.370921,4.850604 52.370098)";"LINESTRING(52.371499 4.859967,52.371516 4.859754,52.371512 4.859588,52.371497 4.859431,52.371476 4.859238,52.371457 4.859069,52.371446 4.858897,52.371419 4.858657,52.371348 4.858044,52.371182 4.856873,52.370921 4.855363,52.370098 4.850604)";4.8552855;52.370807
101;"Tram";"1 | 2 | 5 | 12";"01|02|05|12";"LINESTRING(4.882348 52.363775,4.880841 52.363063)";"LINESTRING(52.363775 4.882348,52.363063 4.880841)";4.8815945;52.363419
103;"Tram";"5 | 7 | 19";"05|07|19";"LINESTRING(4.882348 52.363775,4.882348 52.363775,4.882056 52.363811,4.881944 52.363837,4.881862 52.363872,4.8818 52.36391,4.881568 52.364105,4.881344 52.364271,4.881006 52.364487,4.880698 52.364696,4.880527 52.364847,4.88038 52.365016,4.880242 52.365186,4.880137 52.365356,4.879968 52.365727,4.879821 52.366203,4.879735 52.3664,4.879622 52.366604,4.878864 52.367676,4.878176 52.368623)";"LINESTRING(52.363775 4.882348,52.363775 4.882348,52.363811 4.882056,52.363837 4.881944,52.363872 4.881862,52.36391 4.8818,52.364105 4.881568,52.364271 4.881344,52.364487 4.881006,52.364696 4.880698,52.364847 4.880527,52.365016 4.88038,52.365186 4.880242,52.365356 4.880137,52.365727 4.879968,52.366203 4.879821,52.3664 4.879735,52.366604 4.879622,52.367676 4.878864,52.368623 4.878176)";4.880262;52.366199
104;"Tram";"13 | 19";"13|19";"LINESTRING(4.875374 52.372091,4.874358 52.371854,4.872124 52.371346,4.871914 52.371295,4.871543 52.3712,4.870902 52.371056,4.870466 52.370972,4.870002 52.370873)";"LINESTRING(52.372091 4.875374,52.371854 4.874358,52.371346 4.872124,52.371295 4.871914,52.3712 4.871543,52.371056 4.870902,52.370972 4.870466,52.370873 4.870002)";4.872688;52.371482
105;"Tram";"19";"19";"LINESTRING(4.875865 52.371908,4.875799 52.371991,4.875743 52.372035,4.875686 52.372064,4.875609 52.372087,4.875504 52.3721,4.875412 52.372094,4.875374 52.372091)";"LINESTRING(52.371908 4.875865,52.371991 4.875799,52.372035 4.875743,52.372064 4.875686,52.372087 4.875609,52.3721 4.875504,52.372094 4.875412,52.372091 4.875374)";4.8756195;52.372004
106;"Tram";"13";"13";"LINESTRING(4.875999 52.372241,4.875851 52.372202,4.875374 52.372091)";"LINESTRING(52.372241 4.875999,52.372202 4.875851,52.372091 4.875374)";4.8756865;52.372166
107;"Tram";"4 | 14";"04|14";"LINESTRING(4.893539 52.367109,4.89353 52.367208,4.893499 52.367414,4.893392 52.367549,4.893147 52.367751,4.892449 52.368306,4.892258 52.368507,4.89216 52.368653,4.892058 52.368828,4.892012 52.368982,4.892006 52.36904,4.892022 52.369145,4.89248 52.370285,4.892562 52.370554,4.892789 52.371439,4.892839 52.371745,4.892879 52.372366,4.892897 52.372486,4.892933 52.372618,4.892988 52.372736,4.89316 52.37302,4.893259 52.373174,4.893417 52.373346,4.89405 52.373816,4.894592 52.374218,4.895949 52.375308,4.896482 52.375721,4.8981 52.376924)";"LINESTRING(52.367109 4.893539,52.367208 4.89353,52.367414 4.893499,52.367549 4.893392,52.367751 4.893147,52.368306 4.892449,52.368507 4.892258,52.368653 4.89216,52.368828 4.892058,52.368982 4.892012,52.36904 4.892006,52.369145 4.892022,52.370285 4.89248,52.370554 4.892562,52.371439 4.892789,52.371745 4.892839,52.372366 4.892879,52.372486 4.892897,52.372618 4.892933,52.372736 4.892988,52.37302 4.89316,52.373174 4.893259,52.373346 4.893417,52.373816 4.89405,52.374218 4.894592,52.375308 4.895949,52.375721 4.896482,52.376924 4.8981)";4.895053;52.3720165
108;"Tram";"2 | 12 | 13 | 17";"02|12|13|17";"LINESTRING(4.896938 52.378009,4.895946 52.37779,4.895821 52.377747,4.895727 52.377704,4.895613 52.37763,4.895117 52.377162,4.894997 52.377065,4.894848 52.376964,4.894673 52.376862,4.894428 52.376736,4.894113 52.376563,4.893716 52.376308,4.893344 52.376071,4.893125 52.375921,4.892134 52.375246,4.891967 52.375109,4.890983 52.373996,4.890905 52.373867,4.890708 52.373438,4.890644 52.373307)";"LINESTRING(52.378009 4.896938,52.37779 4.895946,52.377747 4.895821,52.377704 4.895727,52.37763 4.895613,52.377162 4.895117,52.377065 4.894997,52.376964 4.894848,52.376862 4.894673,52.376736 4.894428,52.376563 4.894113,52.376308 4.893716,52.376071 4.893344,52.375921 4.893125,52.375246 4.892134,52.375109 4.891967,52.373996 4.890983,52.373867 4.890905,52.373438 4.890708,52.373307 4.890644)";4.893791;52.375658
109;"Metro";"53";"53";"LINESTRING(4.984549 52.311035,4.983341 52.312377,4.982482 52.313286,4.981549 52.314306,4.980034 52.31599,4.979454 52.316618,4.977726 52.318509,4.976751 52.31959,4.975805 52.320618,4.974413 52.32214,4.973044 52.323631,4.971993 52.324778,4.971663 52.325154,4.971297 52.325557,4.971013 52.325827,4.970654 52.326132,4.970104 52.326595,4.969832 52.326822,4.96952 52.327043,4.969156 52.327274,4.968711 52.327522,4.966759 52.328624,4.964956 52.329841,4.964306 52.330272,4.963923 52.330518,4.963544 52.33072,4.963273 52.330846,4.962861 52.330993,4.962714 52.33104,4.962099 52.33117,4.961568 52.331247,4.961141 52.331284,4.960761 52.331298,4.960354 52.331285,4.959885 52.331252,4.959506 52.331193,4.959075 52.331099,4.958661 52.330979,4.956447 52.33027,4.954543 52.32967,4.953692 52.329405,4.952825 52.329106,4.951598 52.328689,4.949934 52.328119,4.947984 52.327362,4.946408 52.326793,4.945234 52.326393,4.944476 52.3261,4.944062 52.325922,4.943096 52.325458,4.942259 52.32504,4.941752 52.32481,4.941481 52.324683,4.941022 52.324501,4.94066 52.324369,4.940252 52.324259,4.939965 52.324196,4.939583 52.324131,4.939206 52.324087,4.938721 52.324062,4.938333 52.324068,4.937876 52.324098,4.937588 52.32413,4.93728 52.324181,4.936935 52.324257,4.936568 52.32436,4.936189 52.324491,4.935092 52.324915)";"LINESTRING(52.311035 4.984549,52.312377 4.983341,52.313286 4.982482,52.314306 4.981549,52.31599 4.980034,52.316618 4.979454,52.318509 4.977726,52.31959 4.976751,52.320618 4.975805,52.32214 4.974413,52.323631 4.973044,52.324778 4.971993,52.325154 4.971663,52.325557 4.971297,52.325827 4.971013,52.326132 4.970654,52.326595 4.970104,52.326822 4.969832,52.327043 4.96952,52.327274 4.969156,52.327522 4.968711,52.328624 4.966759,52.329841 4.964956,52.330272 4.964306,52.330518 4.963923,52.33072 4.963544,52.330846 4.963273,52.330993 4.962861,52.33104 4.962714,52.33117 4.962099,52.331247 4.961568,52.331284 4.961141,52.331298 4.960761,52.331285 4.960354,52.331252 4.959885,52.331193 4.959506,52.331099 4.959075,52.330979 4.958661,52.33027 4.956447,52.32967 4.954543,52.329405 4.953692,52.329106 4.952825,52.328689 4.951598,52.328119 4.949934,52.327362 4.947984,52.326793 4.946408,52.326393 4.945234,52.3261 4.944476,52.325922 4.944062,52.325458 4.943096,52.32504 4.942259,52.32481 4.941752,52.324683 4.941481,52.324501 4.941022,52.324369 4.94066,52.324259 4.940252,52.324196 4.939965,52.324131 4.939583,52.324087 4.939206,52.324062 4.938721,52.324068 4.938333,52.324098 4.937876,52.32413 4.937588,52.324181 4.93728,52.324257 4.936935,52.32436 4.936568,52.324491 4.936189,52.324915 4.935092)";4.9598205;52.3211665
110;"Metro";"52";"52";"LINESTRING(4.937513 52.406046,4.936397 52.405164,4.935481 52.404445,4.93482 52.403932,4.934006 52.403289,4.932929 52.402443,4.931999 52.401696,4.931191 52.401076,4.930537 52.40056,4.929358 52.399638,4.928839 52.399237,4.928056 52.398637,4.927563 52.39824,4.927204 52.397954,4.926685 52.397505,4.926346 52.397203,4.925994 52.396878,4.925642 52.396525,4.92545 52.396322,4.92529 52.396156,4.925118 52.395969,4.924939 52.395763,4.924735 52.395529,4.924562 52.395323,4.924358 52.395081,4.924116 52.39476,4.923995 52.394601,4.923842 52.394387,4.923734 52.394228,4.923587 52.394007,4.923492 52.393856,4.92339 52.393709,4.923219 52.393444,4.92306 52.393198,4.922786 52.392782,4.922455 52.392271,4.92229 52.392013,4.922163 52.391847,4.922023 52.391648,4.921876 52.391478,4.921716 52.39128,4.921518 52.391073,4.921205 52.39076,4.920795 52.390394,4.920436 52.390112,4.919956 52.389747,4.919487 52.389421,4.918833 52.389007,4.918313 52.388701,4.91778 52.388398,4.917388 52.388191,4.91697 52.387968,4.916617 52.387789,4.916244 52.387601,4.915929 52.387446,4.915627 52.387291,4.915087 52.387016,4.914618 52.386777,4.914155 52.386542,4.913686 52.386307,4.913314 52.386115,4.913025 52.385968,4.912748 52.385824,4.911412 52.385155,4.910711 52.38482,4.910017 52.384489,4.90956 52.384274,4.908789 52.383911,4.908102 52.38358,4.907536 52.383313,4.906938 52.383038,4.906456 52.382819,4.905903 52.382555,4.905325 52.382268,4.90483 52.382045,4.904387 52.381826,4.904021 52.381627,4.903719 52.381444,4.903462 52.381284,4.903276 52.381153,4.90309 52.381018,4.902873 52.380863,4.9027 52.380728,4.902495 52.380577,4.902283 52.380422,4.902065 52.380259,4.90186 52.3801,4.9017 52.379961,4.901508 52.379794,4.901355 52.379651,4.901163 52.379465,4.901042 52.379334,4.900882 52.379171,4.900639 52.378929,4.900473 52.378754,4.900339 52.378615,4.900141 52.378409,4.899847 52.378103,4.899773 52.378027,4.899477 52.377722,4.899266 52.377496,4.899106 52.377341,4.898774 52.377032,4.898479 52.376805,4.898191 52.376618,4.897838 52.376419,4.897484 52.376244,4.897259 52.37614,4.897002 52.37602,4.896617 52.375817,4.89629 52.37561,4.895694 52.375141,4.894868 52.374493,4.89451 52.374211,4.894126 52.373921,4.893729 52.373603,4.893492 52.373393,4.893294 52.373214,4.893179 52.373075,4.893116 52.372968,4.89304 52.372829,4.892977 52.372683,4.892927 52.372536,4.892896 52.372386,4.892866 52.372196,4.892855 52.372018,4.892844 52.371844,4.89284 52.371647,4.892829 52.371441,4.892822 52.371481,4.892787 52.371136,4.892739 52.370832,4.892646 52.37048,4.892535 52.369997,4.892486 52.369775,4.892456 52.369558,4.892445 52.369388,4.892466 52.36923,4.89252 52.369068,4.892606 52.368855,4.892738 52.368626,4.892843 52.368492,4.893019 52.368287,4.893131 52.368149,4.893223 52.368,4.893289 52.367858,4.893342 52.367727,4.893369 52.367585,4.893397 52.367411,4.893418 52.367297,4.893394 52.367139,4.893363 52.366988,4.89332 52.366794,4.893277 52.366636,4.893221 52.366438,4.893183 52.366296,4.893109 52.366034,4.892609 52.364534,4.892278 52.363568,4.892083 52.363022,4.891996 52.362769,4.891914 52.362547,4.891757 52.362182,4.891562 52.361743,4.891404 52.361367,4.891291 52.361097,4.891185 52.360804,4.891072 52.360476,4.890941 52.360084,4.89073 52.3593,4.890664 52.358909,4.890591 52.358438,4.890544 52.358043,4.890528 52.357714,4.890474 52.357406,4.890383 52.356836,4.89028 52.356223,4.890246 52.355847,4.89025 52.355496,4.89028 52.355088,4.890335 52.354804,4.890449 52.354461,4.890641 52.353975,4.89086 52.353439,4.89104 52.352965,4.891199 52.352554,4.89132 52.352156,4.891354 52.351978,4.891405 52.351512,4.891466 52.350642,4.891461 52.349899,4.891416 52.349353,4.891375 52.348954,4.891291 52.348388,4.890993 52.346165,4.890814 52.344876,4.89079 52.344694,4.890791 52.344583,4.890793 52.344465,4.890821 52.344247,4.890889 52.343884,4.890957 52.343596,4.891146 52.342865,4.891268 52.342328,4.891377 52.341866,4.891545 52.341203,4.891627 52.340808,4.891682 52.34058,4.891716 52.34039,4.891737 52.340228,4.891732 52.340101,4.891708 52.339955,4.891671 52.339809,4.891608 52.339638,4.891494 52.33946,4.891373 52.339301,4.891201 52.339131,4.891009 52.338976,4.890791 52.338844,4.890579 52.338729,4.890386 52.338653,4.890206 52.338585,4.890014 52.338521,4.889775 52.338465,4.889453 52.338408,4.889196 52.338371,4.888976 52.338358,4.888621 52.338357,4.888363 52.338372,4.887995 52.338414,4.887607 52.338491,4.886988 52.338657)";"LINESTRING(52.406046 4.937513,52.405164 4.936397,52.404445 4.935481,52.403932 4.93482,52.403289 4.934006,52.402443 4.932929,52.401696 4.931999,52.401076 4.931191,52.40056 4.930537,52.399638 4.929358,52.399237 4.928839,52.398637 4.928056,52.39824 4.927563,52.397954 4.927204,52.397505 4.926685,52.397203 4.926346,52.396878 4.925994,52.396525 4.925642,52.396322 4.92545,52.396156 4.92529,52.395969 4.925118,52.395763 4.924939,52.395529 4.924735,52.395323 4.924562,52.395081 4.924358,52.39476 4.924116,52.394601 4.923995,52.394387 4.923842,52.394228 4.923734,52.394007 4.923587,52.393856 4.923492,52.393709 4.92339,52.393444 4.923219,52.393198 4.92306,52.392782 4.922786,52.392271 4.922455,52.392013 4.92229,52.391847 4.922163,52.391648 4.922023,52.391478 4.921876,52.39128 4.921716,52.391073 4.921518,52.39076 4.921205,52.390394 4.920795,52.390112 4.920436,52.389747 4.919956,52.389421 4.919487,52.389007 4.918833,52.388701 4.918313,52.388398 4.91778,52.388191 4.917388,52.387968 4.91697,52.387789 4.916617,52.387601 4.916244,52.387446 4.915929,52.387291 4.915627,52.387016 4.915087,52.386777 4.914618,52.386542 4.914155,52.386307 4.913686,52.386115 4.913314,52.385968 4.913025,52.385824 4.912748,52.385155 4.911412,52.38482 4.910711,52.384489 4.910017,52.384274 4.90956,52.383911 4.908789,52.38358 4.908102,52.383313 4.907536,52.383038 4.906938,52.382819 4.906456,52.382555 4.905903,52.382268 4.905325,52.382045 4.90483,52.381826 4.904387,52.381627 4.904021,52.381444 4.903719,52.381284 4.903462,52.381153 4.903276,52.381018 4.90309,52.380863 4.902873,52.380728 4.9027,52.380577 4.902495,52.380422 4.902283,52.380259 4.902065,52.3801 4.90186,52.379961 4.9017,52.379794 4.901508,52.379651 4.901355,52.379465 4.901163,52.379334 4.901042,52.379171 4.900882,52.378929 4.900639,52.378754 4.900473,52.378615 4.900339,52.378409 4.900141,52.378103 4.899847,52.378027 4.899773,52.377722 4.899477,52.377496 4.899266,52.377341 4.899106,52.377032 4.898774,52.376805 4.898479,52.376618 4.898191,52.376419 4.897838,52.376244 4.897484,52.37614 4.897259,52.37602 4.897002,52.375817 4.896617,52.37561 4.89629,52.375141 4.895694,52.374493 4.894868,52.374211 4.89451,52.373921 4.894126,52.373603 4.893729,52.373393 4.893492,52.373214 4.893294,52.373075 4.893179,52.372968 4.893116,52.372829 4.89304,52.372683 4.892977,52.372536 4.892927,52.372386 4.892896,52.372196 4.892866,52.372018 4.892855,52.371844 4.892844,52.371647 4.89284,52.371441 4.892829,52.371481 4.892822,52.371136 4.892787,52.370832 4.892739,52.37048 4.892646,52.369997 4.892535,52.369775 4.892486,52.369558 4.892456,52.369388 4.892445,52.36923 4.892466,52.369068 4.89252,52.368855 4.892606,52.368626 4.892738,52.368492 4.892843,52.368287 4.893019,52.368149 4.893131,52.368 4.893223,52.367858 4.893289,52.367727 4.893342,52.367585 4.893369,52.367411 4.893397,52.367297 4.893418,52.367139 4.893394,52.366988 4.893363,52.366794 4.89332,52.366636 4.893277,52.366438 4.893221,52.366296 4.893183,52.366034 4.893109,52.364534 4.892609,52.363568 4.892278,52.363022 4.892083,52.362769 4.891996,52.362547 4.891914,52.362182 4.891757,52.361743 4.891562,52.361367 4.891404,52.361097 4.891291,52.360804 4.891185,52.360476 4.891072,52.360084 4.890941,52.3593 4.89073,52.358909 4.890664,52.358438 4.890591,52.358043 4.890544,52.357714 4.890528,52.357406 4.890474,52.356836 4.890383,52.356223 4.89028,52.355847 4.890246,52.355496 4.89025,52.355088 4.89028,52.354804 4.890335,52.354461 4.890449,52.353975 4.890641,52.353439 4.89086,52.352965 4.89104,52.352554 4.891199,52.352156 4.89132,52.351978 4.891354,52.351512 4.891405,52.350642 4.891466,52.349899 4.891461,52.349353 4.891416,52.348954 4.891375,52.348388 4.891291,52.346165 4.890993,52.344876 4.890814,52.344694 4.89079,52.344583 4.890791,52.344465 4.890793,52.344247 4.890821,52.343884 4.890889,52.343596 4.890957,52.342865 4.891146,52.342328 4.891268,52.341866 4.891377,52.341203 4.891545,52.340808 4.891627,52.34058 4.891682,52.34039 4.891716,52.340228 4.891737,52.340101 4.891732,52.339955 4.891708,52.339809 4.891671,52.339638 4.891608,52.33946 4.891494,52.339301 4.891373,52.339131 4.891201,52.338976 4.891009,52.338844 4.890791,52.338729 4.890579,52.338653 4.890386,52.338585 4.890206,52.338521 4.890014,52.338465 4.889775,52.338408 4.889453,52.338371 4.889196,52.338358 4.888976,52.338357 4.888621,52.338372 4.888363,52.338414 4.887995,52.338491 4.887607,52.338657 4.886988)";4.9122505;52.3722015
111;"Tram";"2 | 12";"02|12";"LINESTRING(4.882348 52.363775,4.882526 52.363858,4.882614 52.363924,4.88287 52.364154,4.883059 52.364338,4.883215 52.364431,4.884466 52.365024,4.886446 52.365963,4.887834 52.366622,4.888112 52.36673,4.888502 52.366856,4.888956 52.367005,4.889459 52.367169,4.889574 52.367247,4.889635 52.367331,4.889651 52.367408,4.889636 52.367475,4.889578 52.367557,4.888833 52.36813,4.888778 52.368203,4.888759 52.368286,4.888782 52.368357,4.888831 52.368424,4.889037 52.36857,4.88917 52.368688,4.889234 52.368784,4.889259 52.368859,4.88929 52.369261,4.889331 52.369436,4.88939 52.369583,4.889802 52.370249,4.889876 52.370358,4.889964 52.370454,4.890165 52.370637,4.890253 52.370729,4.890305 52.370809,4.890615 52.371299,4.890646 52.371367,4.890674 52.371461,4.890681 52.371546,4.890599 52.372828,4.89059 52.372977,4.890582 52.373116,4.890602 52.373191,4.890644 52.373307)";"LINESTRING(52.363775 4.882348,52.363858 4.882526,52.363924 4.882614,52.364154 4.88287,52.364338 4.883059,52.364431 4.883215,52.365024 4.884466,52.365963 4.886446,52.366622 4.887834,52.36673 4.888112,52.366856 4.888502,52.367005 4.888956,52.367169 4.889459,52.367247 4.889574,52.367331 4.889635,52.367408 4.889651,52.367475 4.889636,52.367557 4.889578,52.36813 4.888833,52.368203 4.888778,52.368286 4.888759,52.368357 4.888782,52.368424 4.888831,52.36857 4.889037,52.368688 4.88917,52.368784 4.889234,52.368859 4.889259,52.369261 4.88929,52.369436 4.889331,52.369583 4.88939,52.370249 4.889802,52.370358 4.889876,52.370454 4.889964,52.370637 4.890165,52.370729 4.890253,52.370809 4.890305,52.371299 4.890615,52.371367 4.890646,52.371461 4.890674,52.371546 4.890681,52.372828 4.890599,52.372977 4.89059,52.373116 4.890582,52.373191 4.890602,52.373307 4.890644)";4.8865145;52.368541
112;"Tram";"13 | 17";"13|17";"LINESTRING(4.890644 52.373307,4.890582 52.373259,4.890509 52.373225,4.89042 52.373201,4.890321 52.373193,4.889576 52.373222,4.888342 52.373286,4.886894 52.373434,4.886601 52.373478,4.886435 52.373515,4.886245 52.373585,4.886025 52.373711,4.885781 52.373849,4.885623 52.373911,4.885452 52.373957,4.885305 52.373981,4.885167 52.373996,4.884106 52.374035,4.883436 52.374055,4.883301 52.374042,4.883193 52.374023,4.879964 52.373221,4.877278 52.372552,4.875999 52.372241)";"LINESTRING(52.373307 4.890644,52.373259 4.890582,52.373225 4.890509,52.373201 4.89042,52.373193 4.890321,52.373222 4.889576,52.373286 4.888342,52.373434 4.886894,52.373478 4.886601,52.373515 4.886435,52.373585 4.886245,52.373711 4.886025,52.373849 4.885781,52.373911 4.885623,52.373957 4.885452,52.373981 4.885305,52.373996 4.885167,52.374035 4.884106,52.374055 4.883436,52.374042 4.883301,52.374023 4.883193,52.373221 4.879964,52.372552 4.877278,52.372241 4.875999)";4.8833215;52.373148
113;"Tram";"5 | 25";"05|25";"LINESTRING(4.873097 52.340802,4.86887 52.34063,4.868729 52.340604,4.868607 52.340551,4.868522 52.340477,4.868482 52.340404,4.86847 52.340305,4.86869 52.338223,4.86873 52.336702,4.868791 52.3362)";"LINESTRING(52.340802 4.873097,52.34063 4.86887,52.340604 4.868729,52.340551 4.868607,52.340477 4.868522,52.340404 4.868482,52.340305 4.86847,52.338223 4.86869,52.336702 4.86873,52.3362 4.868791)";4.8707835;52.338501
114;"Tram";"5";"05";"LINESTRING(4.876902 52.347097,4.876585 52.345025,4.876576 52.344868,4.87674 52.343208,4.876771 52.342904,4.87694 52.341222,4.876928 52.341143,4.876879 52.341071,4.876821 52.341023,4.876747 52.340981,4.876664 52.340953,4.876554 52.340936,4.876414 52.340927,4.875911 52.340909,4.87476 52.340866,4.873941 52.340835,4.873412 52.340814,4.873097 52.340802)";"LINESTRING(52.347097 4.876902,52.345025 4.876585,52.344868 4.876576,52.343208 4.87674,52.342904 4.876771,52.341222 4.87694,52.341143 4.876928,52.341071 4.876879,52.341023 4.876821,52.340981 4.876747,52.340953 4.876664,52.340936 4.876554,52.340927 4.876414,52.340909 4.875911,52.340866 4.87476,52.340835 4.873941,52.340814 4.873412,52.340802 4.873097)";4.8750185;52.3439495
117;"Tram";"1 | 7 | 19 | 24";"01|07|19|24";"LINESTRING(4.8932138 52.3594717,4.8930981 52.359488,4.8929615 52.3595007,4.8925595 52.3594903,4.8921707 52.3594937,4.891145 52.35955,4.891092 52.359554,4.890933 52.359564,4.890787 52.359574)";"LINESTRING(52.3594717 4.8932138,52.359488 4.8930981,52.3595007 4.8929615,52.3594903 4.8925595,52.3594937 4.8921707,52.35955 4.891145,52.359554 4.891092,52.359564 4.890933,52.359574 4.890787)";4.8920004;52.35952285
